Code,CDISC_Submission_Value,Codelist_Name,Codelist_Extensible,Assigned_Category,Confidence,Note
C101852,SDTHSDTP,Sudden Death Syndrome Type,No,RESULT_VALUE_SET,HIGH,
C150790,SIQ01TC,Suicidal Ideation Questionnaire Test Code,No,INSTRUMENT_TC_TN,HIGH,
C150789,SIQ01TN,Suicidal Ideation Questionnaire Test Name,No,INSTRUMENT_TC_TN,HIGH,
C150792,SIQ02TC,Suicidal Ideation Questionnaire-JR Questionnaire Test Code,No,INSTRUMENT_TC_TN,HIGH,
C150791,SIQ02TN,Suicidal Ideation Questionnaire-JR Questionnaire Test Name,No,INSTRUMENT_TC_TN,HIGH,
C102579,EVDRETRT,Supporting Evidence for Re-Treatment,Yes,RESULT_VALUE_SET,MEDIUM,"Domain-specific enumeration caught by pattern, not name-suffix"
C115396,SDMT01TC,Symbol Digit Modalities Test Functional Test Test Code,No,INSTRUMENT_TC_TN,HIGH,
C115395,SDMT01TN,Symbol Digit Modalities Test Functional Test Test Name,No,INSTRUMENT_TC_TN,HIGH,
C103485,SIQR01TC,Symptom Impact Questionnaire Questionnaire Test Code,No,INSTRUMENT_TC_TN,HIGH,
C103484,SIQR01TN,Symptom Impact Questionnaire Questionnaire Test Name,No,INSTRUMENT_TC_TN,HIGH,
C154457,SMDDS1TC,Symptoms of Major Depressive Disorder Scale v1.0 Questionnaire Test Code,No,INSTRUMENT_TC_TN,HIGH,
C154456,SMDDS1TN,Symptoms of Major Depressive Disorder Scale v1.0 Questionnaire Test Name,No,INSTRUMENT_TC_TN,HIGH,
C193261,TANN0201OR,Tanner Scale Boy Clinical Classification ORRES for TANN0201 TN/TC,No,INSTRUMENT_ITEM_RESPONSE,HIGH,
C193263,TANN0202OR,Tanner Scale Boy Clinical Classification ORRES for TANN0202 TN/TC,No,INSTRUMENT_ITEM_RESPONSE,HIGH,
C193262,TANN0201STR,Tanner Scale Boy Clinical Classification STRESC for TANN0201 TN/TC,No,INSTRUMENT_ITEM_RESPONSE,HIGH,
C193264,TANN0202STR,Tanner Scale Boy Clinical Classification STRESC for TANN0202 TN/TC,No,INSTRUMENT_ITEM_RESPONSE,HIGH,
C124662,TANN02TC,Tanner Scale Boy Clinical Classification Test Code,No,INSTRUMENT_TC_TN,HIGH,
C124661,TANN02TN,Tanner Scale Boy Clinical Classification Test Name,No,INSTRUMENT_TC_TN,HIGH,
C193257,TANN0101OR,Tanner Scale Girl Clinical Classification ORRES for TANN0101 TN/TC,No,INSTRUMENT_ITEM_RESPONSE,HIGH,
C193259,TANN0102OR,Tanner Scale Girl Clinical Classification ORRES for TANN0102 TN/TC,No,INSTRUMENT_ITEM_RESPONSE,HIGH,
C193258,TANN0101STR,Tanner Scale Girl Clinical Classification STRESC for TANN0101 TN/TC,No,INSTRUMENT_ITEM_RESPONSE,HIGH,
C193260,TANN0102STR,Tanner Scale Girl Clinical Classification STRESC for TANN0102 TN/TC,No,INSTRUMENT_ITEM_RESPONSE,HIGH,
C124664,TANN01TC,Tanner Scale Girl Clinical Classification Test Code,No,INSTRUMENT_TC_TN,HIGH,
C124663,TANN01TN,Tanner Scale Girl Clinical Classification Test Name,No,INSTRUMENT_TC_TN,HIGH,
C181175,TESTCOND,Test Condition Response,Yes,RESULT_VALUE_SET,MEDIUM,Extensible result value set — open-ended response taxonomy
C179589,TSTMTHSN,Test Method Sensitivity,Yes,MEASUREMENT_TEST_CODE,HIGH,
C181170,TSTOPOBJ,Test Operational Objective,No,ASSAY_AND_PROCESS_METADATA,MEDIUM,"Test operational objective - describes purpose of test, not the test name/result"
C120987,BODE01TC,"The Body-Mass Index, Airflow Obstruction, Dyspnea, and Exercise Capacity Index Clinical Classification Test Code",No,INSTRUMENT_TC_TN,HIGH,
C120986,BODE01TN,"The Body-Mass Index, Airflow Obstruction, Dyspnea, and Exercise Capacity Index Clinical Classification Test Name",No,INSTRUMENT_TC_TN,HIGH,
C127352,EPIC2TC,The Expanded Prostate Cancer Index Composite for Clinical Practice Questionnaire Test Code,No,INSTRUMENT_TC_TN,HIGH,
C127351,EPIC2TN,The Expanded Prostate Cancer Index Composite for Clinical Practice Questionnaire Test Name,No,INSTRUMENT_TC_TN,HIGH,
C127350,EPIC1TC,The Expanded Prostate Cancer Index Composite Short Form Questionnaire Test Code,No,INSTRUMENT_TC_TN,HIGH,
C127349,EPIC1TN,The Expanded Prostate Cancer Index Composite Short Form Questionnaire Test Name,No,INSTRUMENT_TC_TN,HIGH,
C127354,FAC001TC,The Functional Assessment of Cancer Therapy-General Version 4 Questionnaire Test Code,No,INSTRUMENT_TC_TN,HIGH,
C127353,FAC001TN,The Functional Assessment of Cancer Therapy-General Version 4 Questionnaire Test Name,No,INSTRUMENT_TC_TN,HIGH,
C127358,FAC023TC,The Functional Assessment of Cancer Therapy-Prostate Version 4 Questionnaire Test Code,No,INSTRUMENT_TC_TN,HIGH,
C127357,FAC023TN,The Functional Assessment of Cancer Therapy-Prostate Version 4 Questionnaire Test Name,No,INSTRUMENT_TC_TN,HIGH,
C163391,GMSS01TC,The Glucose Monitoring System Satisfaction Survey Version: Type 1 Diabetes Questionnaire Test Code,No,INSTRUMENT_TC_TN,HIGH,
C163390,GMSS01TN,The Glucose Monitoring System Satisfaction Survey Version: Type 1 Diabetes Questionnaire Test Name,No,INSTRUMENT_TC_TN,HIGH,
C127356,FAC052TC,The National Comprehensive Cancer Network/Functional Assessment of Cancer Therapy-Prostate Symptom Index 17 Version 2 Questionnaire Test Code,No,INSTRUMENT_TC_TN,HIGH,
C127355,FAC052TN,The National Comprehensive Cancer Network/Functional Assessment of Cancer Therapy-Prostate Symptom Index 17 Version 2 Questionnaire Test Name,No,INSTRUMENT_TC_TN,HIGH,
C103479,ODI01TC,The Oswestry Disability Index Version 2.1a Questionnaire Test Code,No,INSTRUMENT_TC_TN,HIGH,
C103478,ODI01TN,The Oswestry Disability Index Version 2.1a Questionnaire Test Name,No,INSTRUMENT_TC_TN,HIGH,
C103475,OABQ01TC,The Overactive Bladder Questionnaire Questionnaire Test Code,No,INSTRUMENT_TC_TN,HIGH,
C103474,OABQ01TN,The Overactive Bladder Questionnaire Questionnaire Test Name,No,INSTRUMENT_TC_TN,HIGH,
C103477,OABQ02TC,The Overactive Bladder Questionnaire Short Form Questionnaire Test Code,No,INSTRUMENT_TC_TN,HIGH,
C103476,OABQ02TN,The Overactive Bladder Questionnaire Short Form Questionnaire Test Name,No,INSTRUMENT_TC_TN,HIGH,
C127360,PROS01TC,The Prostate Cancer Specific Quality of Life Instrument Questionnaire Test Code,No,INSTRUMENT_TC_TN,HIGH,
C127359,PROS01TN,The Prostate Cancer Specific Quality of Life Instrument Questionnaire Test Name,No,INSTRUMENT_TC_TN,HIGH,
C135692,PCL01TC,The PTSD Checklist for DSM-5 Questionnaire Test Code,No,INSTRUMENT_TC_TN,HIGH,
C135691,PCL01TN,The PTSD Checklist for DSM-5 Questionnaire Test Name,No,INSTRUMENT_TC_TN,HIGH,
C101823,SF362TC,"The Short Form 36 Health Survey Acute, US Version 1.0 Questionnaire Test Code",No,INSTRUMENT_TC_TN,HIGH,
C101824,SF362TN,"The Short Form 36 Health Survey Acute, US Version 1.0 Questionnaire Test Name",No,INSTRUMENT_TC_TN,HIGH,
C101884,SF364TC,"The Short Form 36 Health Survey Acute, US Version 2.0 Questionnaire Test Code",No,INSTRUMENT_TC_TN,HIGH,
C101825,SF364TN,"The Short Form 36 Health Survey Acute, US Version 2.0 Questionnaire Test Name",No,INSTRUMENT_TC_TN,HIGH,
C100174,SF361TC,"The Short Form 36 Health Survey Standard, US Version 1.0 Questionnaire Test Code",No,INSTRUMENT_TC_TN,HIGH,
C100173,SF361TN,"The Short Form 36 Health Survey Standard, US Version 1.0 Questionnaire Test Name",No,INSTRUMENT_TC_TN,HIGH,
C101826,SF363TC,"The Short Form 36 Health Survey Standard, US Version 2.0 Questionnaire Test Code",No,INSTRUMENT_TC_TN,HIGH,
C101827,SF363TN,"The Short Form 36 Health Survey Standard, US Version 2.0 Questionnaire Test Name",No,INSTRUMENT_TC_TN,HIGH,
C166186,WPAI02TC,The Work Productivity and Activity Impairment - General Health Version 2.0 Questionnaire Test Code,No,INSTRUMENT_TC_TN,HIGH,
C166185,WPAI02TN,The Work Productivity and Activity Impairment - General Health Version 2.0 Questionnaire Test Name,No,INSTRUMENT_TC_TN,HIGH,
C115398,T25FW1TC,Timed 25-Foot Walk Test Functional Test Test Code,No,INSTRUMENT_TC_TN,HIGH,
C115397,T25FW1TN,Timed 25-Foot Walk Test Functional Test Test Name,No,INSTRUMENT_TC_TN,HIGH,
C115400,TUG01TC,Timed Up and Go Test Functional Test Test Code,No,INSTRUMENT_TC_TN,HIGH,
C115399,TUG01TN,Timed Up and Go Test Functional Test Test Name,No,INSTRUMENT_TC_TN,HIGH,
C101841,TIMIFLRS,TIMI Flow Responses,No,RESULT_VALUE_SET,HIGH,
C204430,TIFATSCD,Tobacco Findings About Test Code,Yes,MEASUREMENT_TEST_CODE,HIGH,
C204431,TIFATS,Tobacco Findings About Test Name,Yes,MEASUREMENT_TEST_CODE,HIGH,
C204414,TPCATRS,Tobacco Product Category Response,Yes,RESULT_VALUE_SET,MEDIUM,Extensible result value set — open-ended response taxonomy
C204425,PDPARMCD,Tobacco Product Design Parameters Code,Yes,MEASUREMENT_TEST_CODE,HIGH,Tobacco product design parameter codes
C204426,PDPARM,Tobacco Product Design Parameters Name,Yes,MEASUREMENT_TEST_CODE,HIGH,Tobacco product design parameter names
C204418,SPECPT,Tobacco Product Testing Specimen Type,Yes,RESULT_VALUE_SET,MEDIUM,Extensible result value set — open-ended response taxonomy
C204427,PTTESTCD,Tobacco Product Testing Test Code,Yes,MEASUREMENT_TEST_CODE,HIGH,
C204428,PTTEST,Tobacco Product Testing Test Name,Yes,MEASUREMENT_TEST_CODE,HIGH,
C204432,TOPARMCD,Tobacco Products Parameter Code,Yes,MEASUREMENT_TEST_CODE,HIGH,
C204433,TOPARM,Tobacco Products Parameter Name,Yes,MEASUREMENT_TEST_CODE,HIGH,
C204419,TNCOMPLT,Tobacco Study Completion/Reason for Non-Completion,Yes,ADMINISTRATION_LOGISTICS,HIGH,
C124688,TMT01TC,Trail Making Test Functional Test Test Code,No,INSTRUMENT_TC_TN,HIGH,
C124687,TMT01TN,Trail Making Test Functional Test Test Name,No,INSTRUMENT_TC_TN,HIGH,
C106657,TDI01TC,Transition Dyspnea Index Clinical Classification Test Code,No,INSTRUMENT_TC_TN,HIGH,
C106656,TDI01TN,Transition Dyspnea Index Clinical Classification Test Name,No,INSTRUMENT_TC_TN,HIGH,
C147548,TSCC01TC,Trauma Symptom Checklist for Children Questionnaire Test Code,No,INSTRUMENT_TC_TN,HIGH,
C147547,TSCC01TN,Trauma Symptom Checklist for Children Questionnaire Test Name,No,INSTRUMENT_TC_TN,HIGH,
C147550,TSCYC1TC,Trauma Symptom Checklist for Young Children Questionnaire Test Code,No,INSTRUMENT_TC_TN,HIGH,
C147549,TSCYC1TN,Trauma Symptom Checklist for Young Children Questionnaire Test Name,No,INSTRUMENT_TC_TN,HIGH,
C124307,TRTINTNT,Treatment Intent,Yes,ADMINISTRATION_LOGISTICS,HIGH,
C132525,TSQM01TC,Treatment Satisfaction Questionnaire for Medication Version 1.4 Questionnaire Test Code,No,INSTRUMENT_TC_TN,HIGH,
C132524,TSQM01TN,Treatment Satisfaction Questionnaire for Medication Version 1.4 Questionnaire Test Name,No,INSTRUMENT_TC_TN,HIGH,
C124308,TRTSET,Treatment Setting,Yes,ADMINISTRATION_LOGISTICS,HIGH,
C66735,TBLIND,Trial Blinding Schema Response,Yes,RESULT_VALUE_SET,MEDIUM,Extensible result value set — open-ended response taxonomy
C66736,TINDTP,Trial Intent Type Response,Yes,RESULT_VALUE_SET,MEDIUM,Extensible result value set — open-ended response taxonomy
C66737,TPHASE,Trial Phase Response,Yes,RESULT_VALUE_SET,MEDIUM,Extensible result value set — open-ended response taxonomy
C66738,TSPARMCD,Trial Summary Parameter Test Code,Yes,MEASUREMENT_TEST_CODE,HIGH,
C67152,TSPARM,Trial Summary Parameter Test Name,Yes,MEASUREMENT_TEST_CODE,HIGH,
C66739,TTYPE,Trial Type Response,Yes,RESULT_VALUE_SET,MEDIUM,Extensible result value set — open-ended response taxonomy
C127266,TBFATSCD,Tuberculosis Findings About Test Code,Yes,MEASUREMENT_TEST_CODE,HIGH,
C127267,TBFATS,Tuberculosis Findings About Test Name,Yes,MEASUREMENT_TEST_CODE,HIGH,
C96784,TUTESTCD,Tumor or Lesion Identification Test Code,Yes,MEASUREMENT_TEST_CODE,HIGH,
C96783,TUTEST,Tumor or Lesion Identification Test Name,Yes,MEASUREMENT_TEST_CODE,HIGH,
C123650,TUIDRS,Tumor or Lesion Identification Test Results,Yes,RESULT_VALUE_SET,MEDIUM,Extensible result value set — open-ended response taxonomy
C96779,TRTESTCD,Tumor or Lesion Properties Test Code,Yes,MEASUREMENT_TEST_CODE,HIGH,
C96778,TRTEST,Tumor or Lesion Properties Test Name,Yes,MEASUREMENT_TEST_CODE,HIGH,
C124309,TRPROPRS,Tumor or Lesion Properties Test Result,Yes,RESULT_VALUE_SET,MEDIUM,Extensible result value set — open-ended response taxonomy
C163027,D1FATSCD,Type 1 Diabetes Findings About Test Code,Yes,MEASUREMENT_TEST_CODE,HIGH,
C163028,D1FATS,Type 1 Diabetes Findings About Test Name,Yes,MEASUREMENT_TEST_CODE,HIGH,
C154449,UHDR1TC,Unified Huntington's Disease Rating Scale '99 Clinical Classification Test Code,No,INSTRUMENT_TC_TN,HIGH,
C154448,UHDR1TN,Unified Huntington's Disease Rating Scale '99 Clinical Classification Test Name,No,INSTRUMENT_TC_TN,HIGH,
C100148,UPD1TC,Unified Parkinson's Disease Rating Scale Clinical Classification Test Code,No,INSTRUMENT_TC_TN,HIGH,
C100147,UPD1TN,Unified Parkinson's Disease Rating Scale Clinical Classification Test Name,No,INSTRUMENT_TC_TN,HIGH,
C71620,UNIT,Unit,Yes,UNIT,HIGH,
C66770,VSRESU,Units for Vital Signs Results,Yes,RESULT_VALUE_SET,MEDIUM,Extensible result value set — open-ended response taxonomy
C103489,UPS01TC,Urgency Perception Scale Questionnaire Test Code,No,INSTRUMENT_TC_TN,HIGH,
C103488,UPS01TN,Urgency Perception Scale Questionnaire Test Name,No,INSTRUMENT_TC_TN,HIGH,
C129942,URNSTSCD,Urinary System Test Code,Yes,MEASUREMENT_TEST_CODE,HIGH,
C129941,URNSTS,Urinary System Test Name,Yes,MEASUREMENT_TEST_CODE,HIGH,
C102590,VCNEVD,Vaccination Evidence Source,Yes,ADMINISTRATION_LOGISTICS,HIGH,
C142187,VNFATSCD,Vaccines Findings About Test Code,Yes,MEASUREMENT_TEST_CODE,HIGH,
C142189,VNFATS,Vaccines Findings About Test Name,Yes,MEASUREMENT_TEST_CODE,HIGH,
C141653,VALG01TC,Veterans Administration Lung Study Group Clinical Classification Test Code,No,INSTRUMENT_TC_TN,HIGH,
C141652,VALG01TN,Veterans Administration Lung Study Group Clinical Classification Test Name,No,INSTRUMENT_TC_TN,HIGH,
C130241,VLERS1TC,Vignos Lower Extremity Rating Scale Clinical Classification Test Code,No,INSTRUMENT_TC_TN,HIGH,
C130240,VLERS1TN,Vignos Lower Extremity Rating Scale Clinical Classification Test Name,No,INSTRUMENT_TC_TN,HIGH,
C66741,VSTESTCD,Vital Signs Test Code,Yes,MEASUREMENT_TEST_CODE,HIGH,
C67153,VSTEST,Vital Signs Test Name,Yes,MEASUREMENT_TEST_CODE,HIGH,
C190942,VHI01TC,Voice Handicap Index Questionnaire Test Code,No,INSTRUMENT_TC_TN,HIGH,
C190941,VHI01TN,Voice Handicap Index Questionnaire Test Name,No,INSTRUMENT_TC_TN,HIGH,
C117746,HEPENCGR,West Haven Hepatic Encephalopathy Grade,No,RESULT_VALUE_SET,HIGH,
C124680,WHEG01TC,West Haven Hepatic Encephalopathy Grade Clinical Classification Test Code,No,INSTRUMENT_TC_TN,HIGH,
C124679,WHEG01TN,West Haven Hepatic Encephalopathy Grade Clinical Classification Test Name,No,INSTRUMENT_TC_TN,HIGH,
C124674,WHIVS1TC,WHO Clinical Staging of HIV/AIDS for Adults and Adolescents Clinical Classification Test Code,No,INSTRUMENT_TC_TN,HIGH,
C124673,WHIVS1TN,WHO Clinical Staging of HIV/AIDS for Adults and Adolescents Clinical Classification Test Name,No,INSTRUMENT_TC_TN,HIGH,
C124676,WHIVS2TC,WHO Clinical Staging of HIV/AIDS for Children Clinical Classification Test Code,No,INSTRUMENT_TC_TN,HIGH,
C124675,WHIVS2TN,WHO Clinical Staging of HIV/AIDS for Children Clinical Classification Test Name,No,INSTRUMENT_TC_TN,HIGH,
C100176,WPAI01TC,Work Productivity and Activity Impairment Questionnaire - Specific Health Problem V2.0 Questionnaire Test Code,No,INSTRUMENT_TC_TN,HIGH,
C100175,WPAI01TN,Work Productivity and Activity Impairment Questionnaire - Specific Health Problem V2.0 Questionnaire Test Name,No,INSTRUMENT_TC_TN,HIGH,
C130281,WD4TC,World Health Organization Disability Assessment Schedule 2.0 - 12 + 24-Item Interviewer Questionnaire Test Code,No,INSTRUMENT_TC_TN,HIGH,
C130280,WD4TN,World Health Organization Disability Assessment Schedule 2.0 - 12 + 24-Item Interviewer Questionnaire Test Name,No,INSTRUMENT_TC_TN,HIGH,
C130275,WD1TC,World Health Organization Disability Assessment Schedule 2.0 - 12-Item Interviewer Questionnaire Test Code,No,INSTRUMENT_TC_TN,HIGH,
C130274,WD1TN,World Health Organization Disability Assessment Schedule 2.0 - 12-Item Interviewer Questionnaire Test Name,No,INSTRUMENT_TC_TN,HIGH,
C130277,WD2TC,World Health Organization Disability Assessment Schedule 2.0 - 12-Item Proxy Questionnaire Test Code,No,INSTRUMENT_TC_TN,HIGH,
C130276,WD2TN,World Health Organization Disability Assessment Schedule 2.0 - 12-Item Proxy Questionnaire Test Name,No,INSTRUMENT_TC_TN,HIGH,
C130279,WD3TC,World Health Organization Disability Assessment Schedule 2.0 - 12-Item Self Questionnaire Test Code,No,INSTRUMENT_TC_TN,HIGH,
C130278,WD3TN,World Health Organization Disability Assessment Schedule 2.0 - 12-Item Self Questionnaire Test Name,No,INSTRUMENT_TC_TN,HIGH,
C130269,WD5TC,World Health Organization Disability Assessment Schedule 2.0 - 36-Item Interviewer Questionnaire Test Code,No,INSTRUMENT_TC_TN,HIGH,
C130268,WD5TN,World Health Organization Disability Assessment Schedule 2.0 - 36-Item Interviewer Questionnaire Test Name,No,INSTRUMENT_TC_TN,HIGH,
C130271,WD6TC,World Health Organization Disability Assessment Schedule 2.0 - 36-Item Proxy Questionnaire Test Code,No,INSTRUMENT_TC_TN,HIGH,
C130270,WD6TN,World Health Organization Disability Assessment Schedule 2.0 - 36-Item Proxy Questionnaire Test Name,No,INSTRUMENT_TC_TN,HIGH,
C130273,WD7TC,World Health Organization Disability Assessment Schedule 2.0 - 36-Item Self Questionnaire Test Code,No,INSTRUMENT_TC_TN,HIGH,
C130272,WD7TN,World Health Organization Disability Assessment Schedule 2.0 - 36-Item Self Questionnaire Test Name,No,INSTRUMENT_TC_TN,HIGH,
